date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:31:01	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:01%20GMT	http://inno-ai-labs.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	(from https://inno-ai-labs.b12sites.com/index)
21:31:02	98024/98024	---M--	200	added ('OK')	font/woff	date:Tue,%2020%20May%202025%2016:01:01%20GMT	https://inno-ai-labs.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff	(from https://inno-ai-labs.b12sites.com/index)
21:31:03	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:03%20GMT	http://inno-ai-labs.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	(from https://inno-ai-labs.b12sites.com/index)
21:31:04	165548/165548	---M--	200	added ('OK')	font/ttf	date:Tue,%2020%20May%202025%2016:01:03%20GMT	https://inno-ai-labs.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	(from https://inno-ai-labs.b12sites.com/index)
21:31:05	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:04%20GMT	http://inno-ai-labs.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	(from https://inno-ai-labs.b12sites.com/index)
21:31:05	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2020%20May%202025%2016:01:04%20GMT	https://inno-ai-labs.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	(from https://inno-ai-labs.b12sites.com/index)
21:31:07	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:06%20GMT	http://inno-ai-labs.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	(from https://inno-ai-labs.b12sites.com/index)
21:31:07	4178/4178	---M--	200	added ('OK')	image/gif	date:Tue,%2020%20May%202025%2016:01:06%20GMT	https://inno-ai-labs.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	(from https://inno-ai-labs.b12sites.com/index)
21:31:08	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2020%20May%202025%2016:01:08%20GMT	https://inno-ai-labs.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	(from https://inno-ai-labs.b12sites.com/index)
21:31:08	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:08%20GMT	http://inno-ai-labs.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot?	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475d41d.eot	(from https://inno-ai-labs.b12sites.com/index)
21:31:09	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2020%20May%202025%2016:01:09%20GMT	https://inno-ai-labs.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot?	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475d41d.eot	(from https://inno-ai-labs.b12sites.com/index)
21:31:10	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:10%20GMT	http://inno-ai-labs.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	(from https://inno-ai-labs.b12sites.com/index)
21:31:10	1380/1380	---M--	200	added ('OK')	font/woff	date:Tue,%2020%20May%202025%2016:01:10%20GMT	https://inno-ai-labs.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	(from https://inno-ai-labs.b12sites.com/index)
21:31:11	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:11%20GMT	http://inno-ai-labs.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	(from https://inno-ai-labs.b12sites.com/index)
21:31:12	1892/1892	---M--	200	added ('OK')	font/ttf	date:Tue,%2020%20May%202025%2016:01:12%20GMT	https://inno-ai-labs.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	(from https://inno-ai-labs.b12sites.com/index)
21:31:12	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:12%20GMT	http://inno-ai-labs.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.svg	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.svg	(from https://inno-ai-labs.b12sites.com/index)
21:31:13	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2020%20May%202025%2016:01:13%20GMT	https://inno-ai-labs.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.svg	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.svg	(from https://inno-ai-labs.b12sites.com/index)
21:31:13	3864/3864	---M--	200	added ('OK')	image/jpeg	etag:%22f379b3a389ec5fb1e71ac01e07343e1a%22	https://cdn.b12.io/client_media/YzxKigwD/7b775718-08bc-11f0-ab66-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/Innoailabs/cdn.b12.io/client_media/YzxKigwD/7b775718-08bc-11f0-ab66-0242ac110002-jpg-regular_image.jpg	(from https://inno-ai-labs.b12sites.com/index)
21:31:14	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:14%20GMT	http://inno-ai-labs.b12sites.com/window.location	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/window.location	(from https://inno-ai-labs.b12sites.com/index)
21:31:15	979/979	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2020%20May%202025%2016:01:15%20GMT	https://inno-ai-labs.b12sites.com/window.location	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/window.34.delayed	(from https://inno-ai-labs.b12sites.com/index)
21:31:15	54130/54130	---M--	200	added ('OK')	image/jpeg	etag:%22ae6ea69cb4a72802aba8e7d6d84de9d2%22	https://cdn.b12.io/client_media/YzxKigwD/cdd77d78-08ba-11f0-9e75-0242ac110002-jpeg-hero_image.jpeg	C:/My%20Web%20Sites/Innoailabs/cdn.b12.io/client_media/YzxKigwD/cdd77d78-08ba-11f0-9e75-0242ac110002-jpeg-hero_image.jpg	(from https://inno-ai-labs.b12sites.com/index)
21:31:15	72649/72649	---M--	200	added ('OK')	image/jpeg	etag:%22ada99ef47635c796c27345973ccbc76d%22	https://cdn.b12.io/client_media/YzxKigwD/d012e9f6-08ba-11f0-9e75-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/Innoailabs/cdn.b12.io/client_media/YzxKigwD/d012e9f6-08ba-11f0-9e75-0242ac110002-jpg-hero_image.jpg	(from https://inno-ai-labs.b12sites.com/index)
21:31:15	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:15%20GMT	http://inno-ai-labs.b12sites.com/digital-coaching-and-training	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/digital-coaching-and-training	(from https://inno-ai-labs.b12sites.com/index)
21:31:17	276185/276185	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20May%202025%2016:01:16%20GMT	https://inno-ai-labs.b12sites.com/digital-coaching-and-training	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/digital-coaching-and-training.html	(from https://inno-ai-labs.b12sites.com/index)
21:31:17	36992/36992	---M--	200	added ('OK')	image/jpeg	etag:%22117f68ef9978697149bdd6301470d0a8%22	https://cdn.b12.io/client_media/YzxKigwD/d3c1ae70-08ba-11f0-9e75-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/Innoailabs/cdn.b12.io/client_media/YzxKigwD/d3c1ae70-08ba-11f0-9e75-0242ac110002-jpg-hero_image.jpg	(from https://inno-ai-labs.b12sites.com/index)
21:31:18	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:18%20GMT	http://inno-ai-labs.b12sites.com/consulting-services	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/consulting-services	(from https://inno-ai-labs.b12sites.com/index)
21:31:18	36992/36992	---M--	200	added ('OK')	image/jpeg	etag:%22117f68ef9978697149bdd6301470d0a8%22	https://cdn.b12.io/client_media/YzxKigwD/d3e19942-08ba-11f0-9e75-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/Innoailabs/cdn.b12.io/client_media/YzxKigwD/d3e19942-08ba-11f0-9e75-0242ac110002-jpg-regular_image.jpg	(from https://inno-ai-labs.b12sites.com/index)
21:31:20	275492/275492	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20May%202025%2016:01:19%20GMT	https://inno-ai-labs.b12sites.com/consulting-services	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/consulting-services.html	(from https://inno-ai-labs.b12sites.com/index)
21:31:20	44496/44496	---M--	200	added ('OK')	image/jpeg	etag:%22130eebc5dbd2d246b38f2af15da81593%22	https://cdn.b12.io/client_media/YzxKigwD/d3f2b150-08ba-11f0-9e75-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/Innoailabs/cdn.b12.io/client_media/YzxKigwD/d3f2b150-08ba-11f0-9e75-0242ac110002-jpg-hero_image.jpg	(from https://inno-ai-labs.b12sites.com/index)
21:31:21	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:21%20GMT	http://inno-ai-labs.b12sites.com/executive-role-support	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/executive-role-support	(from https://inno-ai-labs.b12sites.com/index)
21:31:22	44496/44496	---M--	200	added ('OK')	image/jpeg	etag:%22130eebc5dbd2d246b38f2af15da81593%22	https://cdn.b12.io/client_media/YzxKigwD/d4038e76-08ba-11f0-9e75-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/Innoailabs/cdn.b12.io/client_media/YzxKigwD/d4038e76-08ba-11f0-9e75-0242ac110002-jpg-regular_image.jpg	(from https://inno-ai-labs.b12sites.com/index)
21:31:23	275581/275581	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20May%202025%2016:01:22%20GMT	https://inno-ai-labs.b12sites.com/executive-role-support	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/executive-role-support.html	(from https://inno-ai-labs.b12sites.com/index)
21:31:23	40970/40970	---M--	200	added ('OK')	image/jpeg	etag:%22e4f48497d0ee45643f550afb8a39e862%22	https://cdn.b12.io/client_media/YzxKigwD/d396f6d0-08ba-11f0-9e75-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/Innoailabs/cdn.b12.io/client_media/YzxKigwD/d396f6d0-08ba-11f0-9e75-0242ac110002-jpg-hero_image.jpg	(from https://inno-ai-labs.b12sites.com/index)
21:31:24	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:24%20GMT	http://inno-ai-labs.b12sites.com/ai-based-products	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/ai-based-products	(from https://inno-ai-labs.b12sites.com/index)
21:31:24	40970/40970	---M--	200	added ('OK')	image/jpeg	etag:%22e4f48497d0ee45643f550afb8a39e862%22	https://cdn.b12.io/client_media/YzxKigwD/d3a15c06-08ba-11f0-9e75-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/Innoailabs/cdn.b12.io/client_media/YzxKigwD/d3a15c06-08ba-11f0-9e75-0242ac110002-jpg-regular_image.jpg	(from https://inno-ai-labs.b12sites.com/index)
21:31:26	274964/274964	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20May%202025%2016:01:25%20GMT	https://inno-ai-labs.b12sites.com/ai-based-products	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/ai-based-products.html	(from https://inno-ai-labs.b12sites.com/index)
